;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Image Text;Image Title;caption;no_of_comments;no_of_likes;is_video;topic;corresponding article;length_of_text;question;personalisation;emotional;opinion;regional;interaction;on X;number of Images;Column1;verbless clause caption;verbless clause image;omission of article caption;omission of article image;quotation caption;quotation image;average word length caption;average word length image;personal;main_clauses;sub_clauses;no_of_sentences;emoji;emoji_count;ratio_main_sub;ratio_main;ratio_sub;sentence_structure;emotion
233;233;233;233;"UNS D

PASSION FOR HORSES “a

» DER TAUSEND

Leipzig | QUARTERBACK Immobilien ARENA | 30. - 31.12.2023

cavalluna.com
";C:\Users\Lui\lvz.de\2023-11-04_11-21-06_UTC_1.jpg;"+++Anzeige+++

Europas beliebteste Pferdeshow CAVALLUNA kehrt zurück und entführt die Zuschauer in das ""Land der Tausend Träume"", eine unglaubliche Welt auf dem asiatischen Kontinent. 🌏 Wunderschöne Pferde, höchste Reitkunst, überwältigende Schaubilder und gefühlvolle Musik - eingebettet in eine fantastische Geschichte, die Groß und Klein begeistern wird. 🐴

CAVALLUNA hält am 📅 30. & 31. Dezember 2023 auch in der Quarterback Immobilien Arena in Leipzig. Informationen und Tickets zu diesem unvergesslichen Showerlebnis für die ganze Familie gibt es auf: 
👉 www.cavalluna.com 

#cavalluna #landdertausendträume #pferde #pferdeshow #reitkunst #leipzig";0;31;False;culture;no;653;False;no personalisation;no emotionalisation;Cooperation/ Ad;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;quote;no quote;6.785714285714286;6.933333333333334;no personalisation;5.0;1.0;8.0;['🌏', '🐴', '📅', '👉'];1.0;0.2;0.625;0.125;complex;
234;234;234;234;"Himmel in rot, grun und violett

Seltenes Naturschauspiel:
Polarlichter über Sachsen
.";C:\Users\Lui\lvz.de\2023-11-04_11-21-06_UTC_2.jpg;"🥰✨ Am Sonntag bot sich über dem Himmel in #Leipzig und #Sachsen ein beeindruckendes Lichtspiel. Hier und
in weiten Teilen Deutschlands waren Polarlichter zu sehen. Unter anderem in Döbeln (Bild 1), Markkleeberg (2) und #Zwickau (3). 

Habt ihr die #AuroraBorealis auch gesehen? 

Falls ihr es verpasst habt: An den kommenden Abenden sollen ebenfalls Nordlichter über der Region leuchten. Mehr dazu findet ihr jetzt auf lvz.de/instagram und über den Link in der Bio. 

#LVZ #LeipzigerVolkszeitung #Nordlichter #Polarlichter #Sternenwarte #Himmel #Nachthimmel";16;3159;False;other;yes;557;True;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.153846153846154;8.666666666666666;personalisation;5.0;1.0;8.0;['🥰', '✨'];1.0;0.2;0.625;0.125;complex;
235;235;235;235;"
Hochwasserschutz
Niedrigwasser in
Leipzig: Palmengartenwehr
wird gewartet
.
";C:\Users\Lui\lvz.de\2023-11-05_09-19-09_UTC_1.jpg;"🌊 Falls ihr euch wundert, warum in Leipzigs Flüssen, Bächen und Kanälen gerade so wenig Wasser ist: Das große Palmengartenwehr wird gewartet. 
Diese Wartung ist wichtig, denn das Wehr reguliert zum Beispiel den Wasserstand in der Weißen Elster oder dem Karl-Heine-Kanal. Daher dürft ihr übrigens auch gerade nicht auf dem Wasser unterwegs sein. 

#Leipzig #Sacheen #WeißeElster #Palmengartenwehr #Wasser #Hochwasser #Katastrophenschutz #LVZ";17;899;True;other;no;440;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.229508196721311;18.5;no personalisation;5.0;1.0;5.0;['🌊'];1.0;0.2;1.0;0.2;complex;
236;236;236;236;"Von Migration bis 49-Euro Ticket

Die Ergebnisse des Bund-Länder-Gipfels
im Überblick
.

";C:\Users\Lui\lvz.de\2023-11-05_09-19-09_UTC_2.jpg;"Nach monatelangem Streit haben sich Bund und Länder über die künftige Aufteilung der Flüchtlingskosten geeinigt.

Pro Asylbewerber und Jahr wolle der Bund eine Pauschale von 7500 Euro zahlen, sagte Kanzler Olaf Scholz (SPD) am frühen Dienstagmorgen in Berlin zum Abschluss der Ministerpräsidentenkonferenz.

Die Länder verlangen vom Bund schon seit Längerem eine stärkere finanzielle Beteiligung an den Flüchtlingskosten – auch unter Verweis darauf, dass sie selbst keinen Einfluss darauf haben, wie viele Menschen nach Deutschland kommen.

Wir haben für euch die Ergebnisse des Gipfels zusammengefasst.
#bundländergipfel #bundländerbeschluss #scholz #migration #deutschlandticket #49euroticket #flüchtlinge #spd
57 Min.";13;334;False;politics;no;720;False;personalisation;no emotionalisation;News;(inter)national;no;;;;all verbs included;all verbs included;all articles included;all articles included;no quote;no quote;7.101123595505618;9.0;personalisation;5.0;1.0;4.0;[];0.0;0.2;1.25;0.25;complex;
237;237;237;237;"Grundsatzurteil aus Leipzig

Zugang zu tödlichem
Betäubungsmittel für
Sterbewillige abgelehnt";C:\Users\Lui\lvz.de\2023-11-05_09-19-09_UTC_3.jpg;"Das #Bundesverwaltungsgericht in #Leipzig hat Sterbewilligen den Zugang zu einer tödlichen Dosis Betäubungsmittel versperrt.

Geklagt hatten zwei Männer aus Rheinland-Pfalz und Niedersachsen. Der eine ist durch Multiple Sklerose fast vollständig gelähmt, der andere hat schwere Krebserkrankungen durchgemacht. 

Dass die Kläger keine Erlaubnis erhielten, Natrium-Pentobarbital erwerben zu können, greife zwar in ihr Recht auf selbstbestimmtes Sterben ein. In der Abwägung mit anderen Gemeinwohlbelangen sei das aber gerechtfertigt. Das Betäubungsmittelgesetz habe das legitime Ziel, Missbrauch zu verhindern.
 Es gebe andere Mittel und Wege für Sterbewillige, dem eigenen Leben ein Ende zu setzen. Zudem seien die Gefahren für die Bevölkerung, die von Erwerb und Aufbewahrung des Mittels ausgingen, sehr hoch. (Az.: BVerwG 3 C 8.22 BVerwG 3 C 9.22)

 Mehr dazu auf lvz.de 

#Sachsen #Gesundheit #LeipzigerVolkszeitung #LVZ";80;718;False;politics;yes;922;False;no personalisation;no emotionalisation;News;(inter)national;no;;;;all verbs included;verbless clause;omission of article;all articles included;no quote;no quote;6.504065040650406;12.428571428571429;personalisation;10.0;1.0;10.0;[];0.0;0.1;1.0;0.1;simple;
238;238;238;238;"""Heldenstadt"" Podcast
Champs Élysées statt 
Barfußgässchen
.";C:\Users\Lui\lvz.de\2023-11-06_08-49-10_UTC_1.jpg;"🇫🇷 Bonjour! Während Guido in Leipzig die Stellung hält, ist Daniel diesmal aus einem winzigen Hotelzimmer in Paris zugeschaltet. Ein Reiseziel, das Fragen aufwirft und diese Folge Eures #Leipzig-Podcasts gehörig prägt: Wie krass ist die Sache mit den Bettwanzen wirklich? Was wurde im Pariser ÖPNV gerade erst eingeführt, das es in Leipzig schon ewig gibt? 

Bettwanzen, Gorillas und Stand-Up-Comedy: Dies und mehr sind die Themen im „#Heldenstadt“-Podcast der LVZ mit Daniel Heinze und Guido Corleone – von Klein-Paris nach Groß-Paris. 

Die neue Folge gibt es jetzt bei uns auf lvz.de! Hört mal kostenlos rein! 

#Heldenstadt #Podcast #Leipzig #Sachsen #LeipzigerVolkszeitung #LVZ #Paris @heldenstadt";1;186;False;culture;yes;702;True;personalisation;no emotionalisation;News;(inter)national;no;;;;verbless clause;no text;all articles included;no text;no quote;quote;5.892156862745098;11.2;personalisation;6.0;3.0;11.0;['🇫🇷'];1.0;0.5;0.5454545454545454;0.2727272727272727;complex;
239;239;239;239;"Supermarkt eröffnet im Dezember
Neustart in Leipzig: Ein Blick ins
ehemalige Karstadt-Kaufhaus
.";C:\Users\Lui\lvz.de\2023-11-06_08-49-10_UTC_2.jpg;"In der Leipziger Innenstadt tut sich was: Am 1. Dezember eröffnet ein Supermarkt im ehemaligen Karstadt-Kaufhaus. Nach über vier Jahren Schließzeit soll das imposante Gebäude in der Petersstraße wieder zu einer Attraktion in der Leipziger City werden. Es heißt jetzt „N30/NEO“. 

LVZ-Reporter Jens Rometsch wirft einen ersten Blick ins neue Kaufhaus.
Mehr dazu auf lvz.de und über den Link in der Bio! 🧐

#Leipzig #Sachsen #LeipzigerCity #Wirtschaft #Karstadt #LVZ #LeipzigerVolkszeitung";90;2592;False;culture;yes;487;False;personalisation;no emotionalisation;News;regional;no;;;;verbless clause;verbless clause;all articles included;omission of article;no quote;no quote;6.176470588235294;8.7;personalisation;5.0;0.0;8.0;['🧐'];1.0;0.0;0.625;0.0;simple;
240;240;240;240;"Prozessautakt in Leipzig
Gil Ofarim soll laut
Anklage Hotel gedroht
haben
.";C:\Users\Lui\lvz.de\2023-11-06_08-49-10_UTC_3.jpg;"Der Sänger Gil Ofarim galt lange als Opfer eines Antisemitismus-Vorfalls in Leipzig. Jetzt steht er selbst vor Gericht. Das Interesse am Dienstag war groß – und die Staatsanwaltschaft brachte neue Details vor.

Gil Ofarim, der sich selbst als säkularer Jude bezeichnet, hatte am 5. Oktober 2021 in einem bei Instagram veröffentlichten Video berichtet, beim Einchecken in das Leipziger Hotel „The Westin“ ignoriert worden zu sein. Bei einer Diskussion am Schalter habe jemand gerufen, er solle seinen Stern einpacken. In dem Video trägt Ofarim eine Kette mit einem silbernen Davidstern als Anhänger. Es gab Solidaritätsbekundungen mit Ofarim, Drohungen gegen besagten W. und Boykottaufrufe gegen das Hotel.

Laut Anklage soll Ofarim dem Hotel gedroht haben, da er nicht vorgezogen worden sei. An dieser Darstellung zweifelt die Verteidigung.

Alles über den ersten Prozesstag und die Verhandlung lest ihr auf lvz.de.

#Prozess #GilOfarim #Leipzig #Sachsen #Gericht #Landgericht";47;529;True;crime, disaster & accidents;yes;976;False;personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;omission of article;all articles included;no quote;no quote;6.028776978417266;8.5;personalisation;12.0;1.0;10.0;[];0.0;0.0833333333333333;1.2;0.1;simple;
241;241;241;241;"""Ich spreche kein Hebräisch
mehr auf der Straße.""
Carol Guter
ehemalige Leipzigerin
.

";C:\Users\Lui\lvz.de\2023-11-06_08-49-10_UTC_4.jpg;"Wie geht es jüdischen Menschen aus und in #Leipzig? 

Dass sich Jüdinnen und Juden hierzulande bedroht fühlen, ist mehr als ein Gefühl. Es zeigt sich etwa darin, dass das Bundeskriminalamt (BKA) kürzlich überraschend mitten im Jahr eine Zahl veröffentlichte: 2000. So viele Straftaten regierstierte das BKA in Zusammenhang mit dem Nahostkonflikt im vergangenen Monat.

Ist Judenfeindlichkeit oder sogar -hass auch in Leipzig allgegenwärtig? Josa Mania-Schlegel hat drei Menschen gefragt, darunter Leipzigs derzeit wohl bekanntesten Juden. Und eine Frau, die nach einer antisemitischen Attacke Leipzig verließ.
Mehr dazu auf lvz.de und über den Link in der Bio.

#Sachsen #Leipzig #Israel #LeipzigerVolkszeitung #LVZ";53;705;False;politics;yes;715;True;personalisation;emotionalisation;Interview;regional;no;;;;all verbs included;all verbs included;all articles included;all articles included;no quote;quote;6.306122448979592;8.777777777777779;personalisation;6.0;3.0;9.0;[];0.0;0.5;0.6666666666666666;0.3333333333333333;complex;negative
242;242;242;242;"Viel Glas, Holz und Nachaltigkeit
Leipziger Architekturpreis
2023 wird vergeben.";C:\Users\Lui\lvz.de\2023-11-06_10-14-13_UTC.jpg;"🏠 Gerade Linien, viel Holz und Glas mit dem Blick auf Nachhaltigkeit: Die engere Auswahl für den Leipziger Architekturpreis steht fest. Ein paar davon sind bereits gut bekannt aus dem Leipziger Stadtbild, wie zum Beispiel die Kita in der Taro-Straße (Bild 1) oder das Geschäftshaus in der Innenstadt (Bild 2) und die Hauptfeuerwache (Bild 5). Das Holzhaus steht in #Schleußig (Bild 4) und der markante Kraftwerkbau ist eine BHKW-Anlage in #Möckern. 

Verliehen wird der Preis kommende Woche. Dabei in der Auswahl sind allerdings auch andere Bauvorhaben wie beispielsweise Spielplätze. 

Habt ihr einen Favoriten? 

#Architektur #Leipzig #Bauen #Sachsen #Neubau #Kunst #Stadtgestaltung #LVZ #LeipzigerVolkszeitung";28;796;False;construction & living;no;712;True;no personalisation;no emotionalisation;News;regional;yes;;;;verbless clause;all verbs included;all articles included;omission of article;no quote;no quote;5.990196078431373;9.125;no personalisation;7.0;0.0;8.0;['🏠'];1.0;0.0;0.875;0.0;simple;
243;243;243;243;"Airbus A380
Manover-Training am
Flughafen Leipzig/Halle
.
";C:\Users\Lui\lvz.de\2023-11-06_13-55-49_UTC_1.jpg;"✈ Am Flughafen Leipzig/Halle dreht das größte Passagierflugzeug der Welt erneut Übungsrunden. Flugzeugfans können das Spektakel an mehreren Terminen im November und Dezember beobachten.

Mehr dazu auf lvz.de.

#Leipzig #Sachsen #Halle #Flughafen #A380 #Planewatcher";18;1061;True;other;yes;265;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;7.3125;13.75;personalisation;2.0;0.0;5.0;['✈'];1.0;0.0;0.4;0.0;simple;
244;244;244;244;"Gebäude bleibt Eventort

Leipziger Club ,,mjut schlieBt
zum Ende des Jahres
.
Foto: Andre Kempner
";C:\Users\Lui\lvz.de\2023-11-06_13-55-49_UTC_2.jpg;"😕 Das ""mjut"" macht zu. Ende des Jahres soll Schluss sein in dem Club im Zentrum-Ost. Das veröffentlichte der Betrieb am Dienstag über einen Instagrampost. Gründe für das Ende äußerte der Club bisher nicht. In der Erklärung heißt es, dass die aktuelle Geschäftsführung ihre Tätigkeit beende und aus dem Veranstaltungsbetrieb ausscheide. Damit beendige sich das Projekt „mjut“.

Es heißt jedoch auch, dass das Gebäude in der Zukunft weiterhin als Eventort dienen soll. Deshalb sucht der Club nach einer neuen Geschäftsführung. 

#Leipzig #Club #Szene #Sachsen #mjut #Kultur #LVZ #LeipzigerVolkszeitung";37;731;False;culture;no;599;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;quote;no quote;5.896551724137931;8.0;no personalisation;9.0;2.0;8.0;['😕'];1.0;0.2222222222222222;1.125;0.25;complex;
245;245;245;245;"Verfolgte des Nazi-Regimes 
Leipziger Stolpersteine -
13 Schicksale
.
";C:\Users\Lui\lvz.de\2023-11-06_13-55-49_UTC_3.jpg;"Zum 85. Mal jährt sich heute die Pogromnacht. In der Nacht vom 9. auf den 10. November, brannten die Nazis die Große Gemeindesynagoge in der Gottschedstraße nieder. Überall in Deutschland griffen sie in dieser Pogromnacht Jüdinnen und Juden an, zerstörten ihre Wohnungen und Läden, schändeten Friedhöfe.
An 247 Orten in #Leipzig erinnern Stolpersteine an die Schicksale der verfolgten Menschen. Mehr als 700 Stück insgesamt finden sich in der Stadt. 13 von ihnen stellt euch Mathias Wöbking bei uns auf lvz.de vor. Die Geschichten hinter den Namen.

#LVZ #LeipzigerVolkszeitung #Stolpersteine #Sachsen #Leipzig #Novemberpogrome";16;1210;False;politics;yes;627;False;personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;5.977777777777778;9.142857142857142;personalisation;7.0;0.0;7.0;[];0.0;0.0;1.0;0.0;simple;
246;246;246;246;"
Vor der Arena

Till Lindemann in Leipzig
Tourauftakt unter lauten
Gegenprotest
.

";C:\Users\Lui\lvz.de\2023-11-06_16-33-44_UTC.jpg;"Am Mittwoch stand Till Lindemann in #Leipzig auf der Bühne. Der Soloauftritt des #Rammstein-Sängers war nicht unumstritten. 

Gegen Till Lindemann existieren von weiblichen Fans verschiedene Vorwürfe sexueller Gewalt. Erst in sozialen Netzwerken und später in Magazinen wie dem „Spiegel“ berichteten mehrere Frauen von Übergriffen im Rahmen von Rammstein-Auftritten oder Backstage-Partys.

Sänger Lindemann bestritt die Vorwürfe. Ermittlungen der Berliner Staatsanwaltschaft gegen ihn wurden aufgrund fehlender Beweise eingestellt.

Zum Protest in Leipzig aufgerufen hatte das „Feministische Streikbündnis Leipzig“. Die Vorwürfe, so das Bündnis, seien „noch nicht ausreichend aufgeklärt“. Und: „Diese Konzerte sind keine sicheren Orte und müssen daher unterbunden werden.“

#Sachsen #Konzert #Leipzig #Lindemann #TillLindemann #Protest #LVZ";118;1548;True;culture;no;840;False;personalisation;no emotionalisation;News;regional;no;;;;all verbs included;no text;no nouns;no text;no quote;no quote;7.245098039215686;9.5;personalisation;10.0;0.0;9.0;[];0.0;0.0;1.1111111111111112;0.0;simple;
247;247;247;247;;C:\Users\Lui\lvz.de\2023-11-07_09-48-14_UTC_1.jpg;"*Werbung 

LVZ sportlich mit den IceFighters – Eishockey-Wissen aus dem FF! 🏒
In der heutigen zweiten Folge steht Erik Hoffmann, Torwart der IceFighters seinem Trainer Frank Fischöder zur Seite, denn es geht um die Ausrüstung des Torwarts. 🥅
Außerdem teilt Hoffi die Details hinter seinem persönlich gestalteten Helm mit euch. Viel Spaß!

#lvz #lvzsportlich #icefighters #leipzig #eishockey";3;355;True;LVZ;no;390;False;no personalisation;no emotionalisation;Cooperation/ Ad;regional;no;;;;all verbs included;verbless clause;all articles included;omission of article;no quote;;6.2407407407407405;0.0;personalisation;3.0;0.0;6.0;['🏒', '🥅'];1.0;0.0;0.5;0.0;simple;
248;248;248;248;"Gedenken an 9. November 1938
Leipziger Lehrer putzt
seit Jahren Stolpersteine
.
";C:\Users\Lui\lvz.de\2023-11-07_09-48-14_UTC_2.jpg;"Habt ihr heute auch Stolpersteine geputzt? Ralph Rüdiger macht das jedes Jahr auf der Karl-Heine-Straße.

Diese erinnern an Berta Rosenfeld und ihre Familie. Berta war Schülerin an der Max-Klinger-Schule, an der Rüdiger später als Lehrer arbeitete. Die Nazis verschleppten die Familie Rosenfeld 1938 nach Polen. Berta war damals 17 Jahre alt.

Der Künstler Gunter Demnig hatte die Idee zu den Stolpersteinen. Seit 1992 wurden europaweit mehr als 100 000 von ihnen verlegt. In Leipzig ist ihre Zahl seit 2006 auf 723 angewachsen, die sich auf 247 Orte verteilen. 

Die Patinnen und Paten der Stolpersteine putzen sie jährlich am 9. November.

Vor 85 Jahren, in der Nacht von 9. auf 10. November, brannten die Nazis die Große Gemeindesynagoge in der Gottschedstraße nieder. Überall in Deutschland griffen sie in dieser Pogromnacht Jüdinnen und Juden an, zerstörten ihre Wohnungen und Läden.

#Leipzig #Plagwitz #Sachsen #Gedenken #Stolpersteine";22;1674;True;politics;no;942;True;personalisation;no emotionalisation;Interview;regional;yes;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.784172661870503;8.0;personalisation;13.0;1.0;12.0;[];0.0;0.0769230769230769;1.0833333333333333;0.0833333333333333;simple;
249;249;249;249;"Wir wollen den sozialen
Bewegungen, etwa fiir die
Klimagerechtigkeit, eine
Stimme im Parlament geben“

Carola Rackete
»Die Linke“-Kandidatin in Sachsen fur die Europawahl 2024
.
";C:\Users\Lui\lvz.de\2023-11-07_09-48-14_UTC_3.jpg;"Die Klima- und Flüchtlingsaktivistin Carola #Rackete soll bei der #Europawahl 2024 als Spitzenkandidatin der #Linken kandidieren. Die 35-Jährige gilt als Hoffnungsträgerin der Partei. Im Interview erklärt Rackete, die als Seenotretterin international für Aufsehen gesorgt hat, weshalb sie ausgerechnet im Freistaat antritt und wie sie die sozialen Bewegungen in die große Politik transportieren will. Andreas Debski hat mit ihr gesprochen. Das ganze Interview gibt es jetzt bei lvz.de und über den Link in der Bio. 

#Sachsen #Leipzig #Politik #DieLinke #LVZ #Dresden #LeipzigerVolkszeitung";78;466;False;politics;yes;590;False;personalisation;no emotionalisation;Interview;(inter)national;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.296296296296297;8.421052631578947;personalisation;6.0;2.0;6.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;
250;250;250;250;"Glücksatlas

Was macht die
Menschen in Leipzig
gerade glücklich?
.

";C:\Users\Lui\lvz.de\2023-11-07_09-48-14_UTC_4.jpg;"🍀Seid ihr eigentlich gerade glücklich? Am Donnerstag erschien der Glücksatlas 2023. Und der sagt, die Sachsen sind zufriedener als noch vor einem Jahr. 

 Grund genug für uns mal zu fragen, stimmt das? Was macht die Leipzigerinnen und Leipziger gerade glücklich? 

🔍Und wie ist es bei euch? Schreibt es uns gern in die Kommentare. 😊

Mehr zum Glücksatlas findet ihr jetzt bei lvz.de/instagram und über den Link in der Bio! 

#Sachsen #Leipzig #Glücksatlas #Umfrage #Glück #LeipzigerVolkszeitung #LVZ";7;337;True;culture;yes;499;True;no personalisation;emotionalisation;Interview;regional;yes;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.578947368421052;10.5;personalisation;10.0;0.0;9.0;['🍀', '🔍', '😊'];1.0;0.0;1.1111111111111112;0.0;simple;positive
251;251;251;251;"Podcast ""Unsere Story""
Die ersten Prozesstage
vor Gericht in Leipzig:
Der Fall Gil Ofarim
.
";C:\Users\Lui\lvz.de\2023-11-07_09-48-14_UTC_5.jpg;"Es ist der erste öffentliche Auftritt des Sängers Gil #Ofarim seit Monaten. Am 7. November, kurz nach 9 Uhr, betritt er den Saal 115 im Landgericht #Leipzig. Dutzende Fernsehkameras und Fotoapparate sind auf ihn gerichtet, zudem Mikrofone.

Begonnen hatte alles mit einem Video. Am 4. Oktober 2021 drehte Ofarim es mit seinem Handy. Er berichtet darin von einem antisemitischen Vorfall im Leipziger Hotel „The Westin“. Er hockt bei der Aufnahme auf einem Bordstein, aufgelöst, den Tränen nahe.

Das Video lud Ofarim bei Instagram hoch. Der Aufschrei und die Solidarität waren groß. Zwei Jahre später soll nun ein Gericht klären, was an jenem Abend passiert war – oder auch nicht.

In einer neuen Folge der #Podcast-Reihe „LVZ Unsere Story“ geht es um den ersten Prozesstag und die Frage, wie jüdische Menschen auf den Fall blicken. Den könnt ihr jetzt überall da hören, wo es Podcasts gibt und hier, unter lvz.de/ofarim! 

#Leipzig #Sachsen #Ofarim #Gericht #Prozess #Podcast #LeipzigerVolkszeitung #LVZ";12;213;False;crime, disaster & accidents;yes;1003;False;personalisation;no emotionalisation;News;regional;no;;;;all verbs included;no text;all articles included;no text;no quote;quote;5.51948051948052;7.454545454545454;personalisation;13.0;1.0;12.0;[];0.0;0.0769230769230769;1.0833333333333333;0.0833333333333333;simple;
252;252;252;252;;C:\Users\Lui\lvz.de\2023-11-07_09-48-14_UTC_6.jpg;🍂Viel los im Herbst in #Leipzig, unter anderem mit einigen neuen Läden: Wir haben mal zusammengefasst, welche neuen Cafés und Geschäfte sind in den vergangenen Wochen dazu gekommen. Wo könnt ihr entspannt euer Wochenende verbringen?! Haben wir was vergessen? Schreibt es uns in die Kommentare! #NeuInLeipzig #Sachsen #GastroLeipzig #Neu #LVZ #leipzigervolkszeitung;15;1483;True;culture;no;364;True;no personalisation;no emotionalisation;News;regional;yes;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;;6.15686274509804;0.0;no personalisation;5.0;0.0;5.0;['🍂'];1.0;0.0;1.0;0.0;simple;
253;253;253;253;"Acht Restaurants
Vegane vietnamesische Küche
boomt in Leipzig
.
";C:\Users\Lui\lvz.de\2023-11-07_09-48-14_UTC_7.jpg;"Seitan-Ente, Dumplings & Co.: Die vietnamesische Küche boomt in #Leipzig. Neue Restaurants gibt es vor allem in der veganen Variante. Die Angebote reichen von Streetfood bis hin zum ausgedehnten Abendmenü .Petra Mewes hat sie für euch mal getestet. 

Und? Wo geht ihr gern essen? 🧐

Mehr zu den veganen vietnamesischen Restaurants findet ihr auf lvz.de/instagram und über den Link in der Bio.

#Leipzig #Gastro #GastroLeipzig #Sachsen #LeipzigerVolkszeitung";37;1056;False;culture;yes;457;True;personalisation;no emotionalisation;News;regional;yes;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.046153846153846;9.833333333333334;personalisation;6.0;0.0;7.0;['🧐'];1.0;0.0;0.8571428571428571;0.0;simple;
254;254;254;254;"Zimtschnecken-Hype

Ansturm bei Cinnamood
Eröffnung in Leipzig
";C:\Users\Lui\lvz.de\2023-11-07_13-05-59_UTC.jpg;"Sie klebt, schmeckt süß und bildet lange Schlangen: Wegen einer Zimtschnecke standen am Samstagmorgen vor allem junge Leute einmal quer über den Markt an. Warum nur? 🤔

Die Zimtschneckenkette „Cinnamood“ hat in Leipzig jetzt ihren 19. Store eröffnet. Was ist dran an dem Hype? Wir haben uns angestellt und probiert. 😋 Mehr gibt’s dazu übrigens auch bei uns auf lvz.de #Sachsen #Leipzig #LVZ";462;6420;True;culture;yes;390;True;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.306451612903226;11.8;no personalisation;7.0;1.0;11.0;['🤔', '😋'];1.0;0.1428571428571428;0.6363636363636364;0.0909090909090909;simple;
